Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu
2015,07/09/2015,Tiurana,25222000,25222,000,Festa local
2016,08/09/2016,Tiurana,25222000,25222,000,Festa local
2016,09/02/2016,Tiurana,25222000,25222,000,Festa local
2017,08/09/2017,Tiurana,25222000,25222,000,Festa local
2017,28/02/2017,Tiurana,25222000,25222,000,Festa local
2018,08/09/2018,Tiurana,25222000,25222,000,Festa local
2018,13/02/2018,Tiurana,25222000,25222,000,Festa local
2012,27/09/2012,Tivenys,43149000,43149,000,Festa local
2012,28/09/2012,Tivenys,43149000,43149,000,Festa local
2013,30/09/2013,Tivenys,43149000,43149,000,Festa local
2013,27/09/2013,Tivenys,43149000,43149,000,Festa local
2014,30/09/2014,Tivenys,43149000,43149,000,Festa local
2014,29/09/2014,Tivenys,43149000,43149,000,Festa local
2015,29/09/2015,Tivenys,43149000,43149,000,Festa local
2015,30/09/2015,Tivenys,43149000,43149,000,Festa local
2016,30/09/2016,Tivenys,43149000,43149,000,Festa local
2016,29/09/2016,Tivenys,43149000,43149,000,Festa local
2017,29/09/2017,Tivenys,43149000,43149,000,Festa local
2017,28/09/2017,Tivenys,43149000,43149,000,Festa local
2018,02/11/2018,Tivenys,43149000,43149,000,Festa local
2018,28/09/2018,Tivenys,43149000,43149,000,Festa local
2012,26/07/2012,Tivissa,43150000,43150,000,Festa local
2012,25/07/2012,Tivissa,43150000,43150,000,Festa local
2013,26/07/2013,Tivissa,43150000,43150,000,Festa local
2013,25/07/2013,Tivissa,43150000,43150,000,Festa local
2014,25/07/2014,Tivissa,43150000,43150,000,Festa local
2014,24/07/2014,Tivissa,43150000,43150,000,Festa local
2015,24/07/2015,Tivissa,43150000,43150,000,Festa local
2015,23/07/2015,Tivissa,43150000,43150,000,Festa local
2016,26/07/2016,Tivissa,43150000,43150,000,Festa local
2016,25/07/2016,Tivissa,43150000,43150,000,Festa local
2017,26/07/2017,Tivissa,43150000,43150,000,Festa local
2017,25/07/2017,Tivissa,43150000,43150,000,Festa local
2018,25/07/2018,Tivissa,43150000,43150,000,Festa local
2018,26/07/2018,Tivissa,43150000,43150,000,Festa local
2012,13/08/2012,Toloriu,25030004,25030,004,Festa local
2012,25/07/2012,Toloriu,25030004,25030,004,Festa local
2013,25/07/2013,Toloriu,25030004,25030,004,Festa local
2013,14/08/2013,Toloriu,25030004,25030,004,Festa local
2014,25/07/2014,Toloriu,25030004,25030,004,Festa local
2014,14/08/2014,Toloriu,25030004,25030,004,Festa local
2015,14/08/2015,Toloriu,25030004,25030,004,Festa local
2015,25/07/2015,Toloriu,25030004,25030,004,Festa local
2016,13/08/2016,Toloriu,25030004,25030,004,Festa local
2016,25/07/2016,Toloriu,25030004,25030,004,Festa local
2017,14/08/2017,Toloriu,25030004,25030,004,Festa local
2017,25/07/2017,Toloriu,25030004,25030,004,Festa local
2018,25/07/2018,Toloriu,25030004,25030,004,Festa local
2018,14/08/2018,Toloriu,25030004,25030,004,Festa local
2012,30/11/2012,Tona,08283000,08283,000,Festa local
2012,28/05/2012,Tona,08283000,08283,000,Festa local
2013,20/05/2013,Tona,08283000,08283,000,Festa local
2013,30/11/2013,Tona,08283000,08283,000,Festa local
2014,17/04/2014,Tona,08283000,08283,000,Festa local
2014,09/06/2014,Tona,08283000,08283,000,Festa local
2015,25/05/2015,Tona,08283000,08283,000,Festa local
2015,30/11/2015,Tona,08283000,08283,000,Festa local
2016,30/11/2016,Tona,08283000,08283,000,Festa local
2016,24/03/2016,Tona,08283000,08283,000,Festa local
2017,30/11/2017,Tona,08283000,08283,000,Festa local
2017,05/06/2017,Tona,08283000,08283,000,Festa local
2018,30/11/2018,Tona,08283000,08283,000,Festa local
2018,21/05/2018,Tona,08283000,08283,000,Festa local
2012,29/06/2012,Tonyà,17075003,17075,003,Festa local
2012,13/12/2012,Tonyà,17075003,17075,003,Festa local
2013,13/12/2013,Tonyà,17075003,17075,003,Festa local
2013,29/06/2013,Tonyà,17075003,17075,003,Festa local
2014,30/06/2014,Tonyà,17075003,17075,003,Festa local
2014,13/12/2014,Tonyà,17075003,17075,003,Festa local
2015,14/12/2015,Tonyà,17075003,17075,003,Festa local
2015,29/06/2015,Tonyà,17075003,17075,003,Festa local
2016,29/06/2016,Tonyà,17075003,17075,003,Festa local
2016,14/12/2016,Tonyà,17075003,17075,003,Festa local
2017,29/06/2017,Tonyà,17075003,17075,003,Festa local
2017,13/12/2017,Tonyà,17075003,17075,003,Festa local
2018,29/06/2018,Tonyà,17075003,17075,003,Festa local
2018,23/07/2018,Tonyà,17075003,17075,003,Festa local
2012,06/07/2012,Tor,17195003,17195,003,Festa local
2012,16/10/2012,Tor,17195003,17195,003,Festa local
2013,16/10/2013,Tor,17195003,17195,003,Festa local
2013,12/07/2013,Tor,17195003,17195,003,Festa local
2014,23/06/2014,Tor,17195003,17195,003,Festa local
2014,17/04/2014,Tor,17195003,17195,003,Festa local
2015,02/04/2015,Tor,17195003,17195,003,Festa local
2015,25/05/2015,Tor,17195003,17195,003,Festa local
2016,31/10/2016,Tor,17195003,17195,003,Festa local
2016,24/03/2016,Tor,17195003,17195,003,Festa local
2017,23/06/2017,Tor,17195003,17195,003,Festa local
2017,13/04/2017,Tor,17195003,17195,003,Festa local
2012,28/05/2012,Torà,25223000,25223,000,Festa local
2012,31/08/2012,Torà,25223000,25223,000,Festa local
2013,20/05/2013,Torà,25223000,25223,000,Festa local
2013,02/09/2013,Torà,25223000,25223,000,Festa local
2014,09/06/2014,Torà,25223000,25223,000,Festa local
2014,01/09/2014,Torà,25223000,25223,000,Festa local
2015,01/09/2015,Torà,25223000,25223,000,Festa local
2015,25/05/2015,Torà,25223000,25223,000,Festa local
2016,01/09/2016,Torà,25223000,25223,000,Festa local
2016,02/09/2016,Torà,25223000,25223,000,Festa local
2017,05/06/2017,Torà,25223000,25223,000,Festa local
2017,01/09/2017,Torà,25223000,25223,000,Festa local
2018,31/08/2018,Torà,25223000,25223,000,Festa local
2018,21/05/2018,Torà,25223000,25223,000,Festa local
2012,25/08/2012,Torà de Tost,25185007,25185,007,Festa local
2012,18/12/2012,Torà de Tost,25185007,25185,007,Festa local
2013,19/08/2013,Torà de Tost,25185007,25185,007,Festa local
2013,18/12/2013,Torà de Tost,25185007,25185,007,Festa local
2014,18/08/2014,Torà de Tost,25185007,25185,007,Festa local
2014,18/12/2014,Torà de Tost,25185007,25185,007,Festa local
2015,18/12/2015,Torà de Tost,25185007,25185,007,Festa local
2015,17/08/2015,Torà de Tost,25185007,25185,007,Festa local
2016,19/12/2016,Torà de Tost,25185007,25185,007,Festa local
2016,05/09/2016,Torà de Tost,25185007,25185,007,Festa local
2017,18/12/2017,Torà de Tost,25185007,25185,007,Festa local
2017,04/09/2017,Torà de Tost,25185007,25185,007,Festa local
2018,03/09/2018,Torà de Tost,25185007,25185,007,Festa local
2018,18/12/2018,Torà de Tost,25185007,25185,007,Festa local
2012,04/08/2012,Toralla,25161011,25161,011,Festa local
2012,16/01/2012,Toralla,25161011,25161,011,Festa local
2013,03/08/2013,Toralla,25161011,25161,011,Festa local
2013,16/01/2013,Toralla,25161011,25161,011,Festa local
2014,02/08/2014,Toralla,25161011,25161,011,Festa local
2014,16/01/2014,Toralla,25161011,25161,011,Festa local
2015,16/01/2015,Toralla,25161011,25161,011,Festa local
2015,01/08/2015,Toralla,25161011,25161,011,Festa local
2016,16/01/2016,Toralla,25161011,25161,011,Festa local
2016,01/08/2016,Toralla,25161011,25161,011,Festa local
2017,01/08/2017,Toralla,25161011,25161,011,Festa local
2017,16/01/2017,Toralla,25161011,25161,011,Festa local
2018,01/08/2018,Toralla,25161011,25161,011,Festa local
2018,16/01/2018,Toralla,25161011,25161,011,Festa local
2012,11/08/2012,Torallola,25161012,25161,012,Festa local
2012,23/11/2012,Torallola,25161012,25161,012,Festa local
2013,10/08/2013,Torallola,25161012,25161,012,Festa local
2013,23/11/2013,Torallola,25161012,25161,012,Festa local
2014,22/11/2014,Torallola,25161012,25161,012,Festa local
2014,09/08/2014,Torallola,25161012,25161,012,Festa local
2015,10/08/2015,Torallola,25161012,25161,012,Festa local
2015,23/11/2015,Torallola,25161012,25161,012,Festa local
2016,22/11/2016,Torallola,25161012,25161,012,Festa local
2016,13/08/2016,Torallola,25161012,25161,012,Festa local
2017,12/08/2017,Torallola,25161012,25161,012,Festa local
2017,22/11/2017,Torallola,25161012,25161,012,Festa local
2018,22/11/2018,Torallola,25161012,25161,012,Festa local
2018,13/08/2018,Torallola,25161012,25161,012,Festa local
2012,11/05/2012,Tordera,08284000,08284,000,Festa local
2012,24/08/2012,Tordera,08284000,08284,000,Festa local
2012,07/09/2012,Tordera,25103004,25103,004,Festa local
2012,08/09/2012,Tordera,25103004,25103,004,Festa local
2013,07/09/2013,Tordera,25103004,25103,004,Festa local
2013,11/05/2013,Tordera,08284000,08284,000,Festa local
2013,06/09/2013,Tordera,25103004,25103,004,Festa local
2013,24/08/2013,Tordera,08284000,08284,000,Festa local
2014,25/08/2014,Tordera,08284000,08284,000,Festa local
2014,06/09/2014,Tordera,25103004,25103,004,Festa local
2014,09/06/2014,Tordera,08284000,08284,000,Festa local
2014,05/09/2014,Tordera,25103004,25103,004,Festa local
2015,11/05/2015,Tordera,08284000,08284,000,Festa local
2015,08/09/2015,Tordera,25103004,25103,004,Festa local
2015,24/08/2015,Tordera,08284000,08284,000,Festa local
2015,07/09/2015,Tordera,25103004,25103,004,Festa local
2016,06/09/2016,Tordera,25103004,25103,004,Festa local
2016,11/05/2016,Tordera,08284000,08284,000,Festa local
2016,24/08/2016,Tordera,08284000,08284,000,Festa local
2016,05/09/2016,Tordera,25103004,25103,004,Festa local
2017,24/08/2017,Tordera,08284000,08284,000,Festa local
2017,06/09/2017,Tordera,25103004,25103,004,Festa local
2017,11/05/2017,Tordera,08284000,08284,000,Festa local
2017,05/09/2017,Tordera,25103004,25103,004,Festa local
2018,24/08/2018,Tordera,08284000,08284,000,Festa local
2018,04/09/2018,Tordera,25103004,25103,004,Festa local
2018,11/05/2018,Tordera,08284000,08284,000,Festa local
2018,03/09/2018,Tordera,25103004,25103,004,Festa local
2012,17/09/2012,Torelló,08285000,08285,000,Festa local
2012,01/08/2012,Torelló,08285000,08285,000,Festa local
2013,01/08/2013,Torelló,08285000,08285,000,Festa local
2013,16/09/2013,Torelló,08285000,08285,000,Festa local
2014,01/08/2014,Torelló,08285000,08285,000,Festa local
2014,22/09/2014,Torelló,08285000,08285,000,Festa local
2015,01/08/2015,Torelló,08285000,08285,000,Festa local
2015,21/09/2015,Torelló,08285000,08285,000,Festa local
2016,01/08/2016,Torelló,08285000,08285,000,Festa local
2016,19/09/2016,Torelló,08285000,08285,000,Festa local
2017,18/09/2017,Torelló,08285000,08285,000,Festa local
2017,01/08/2017,Torelló,08285000,08285,000,Festa local
2018,17/09/2018,Torelló,08285000,08285,000,Festa local
2018,01/08/2018,Torelló,08285000,08285,000,Festa local
2012,19/03/2012,"Torms, els",25224000,25224,000,Festa local
2012,07/05/2012,"Torms, els",25224000,25224,000,Festa local
2013,07/05/2013,"Torms, els",25224000,25224,000,Festa local
2013,17/01/2013,"Torms, els",25224000,25224,000,Festa local
2014,19/03/2014,"Torms, els",25224000,25224,000,Festa local
2014,17/01/2014,"Torms, els",25224000,25224,000,Festa local
2015,19/03/2015,"Torms, els",25224000,25224,000,Festa local
2015,04/05/2015,"Torms, els",25224000,25224,000,Festa local
2016,09/05/2016,"Torms, els",25224000,25224,000,Festa local
2016,18/01/2016,"Torms, els",25224000,25224,000,Festa local
2017,17/01/2017,"Torms, els",25224000,25224,000,Festa local
2017,08/05/2017,"Torms, els",25224000,25224,000,Festa local
2018,19/03/2018,"Torms, els",25224000,25224,000,Festa local
2018,07/05/2018,"Torms, els",25224000,25224,000,Festa local
2012,15/05/2012,Tornabous,25225000,25225,000,Festa local
2012,08/10/2012,Tornabous,25225000,25225,000,Festa local
2013,15/05/2013,Tornabous,25225000,25225,000,Festa local
2013,07/10/2013,Tornabous,25225000,25225,000,Festa local
2014,06/10/2014,Tornabous,25225000,25225,000,Festa local
2014,15/05/2014,Tornabous,25225000,25225,000,Festa local
2015,15/05/2015,Tornabous,25225000,25225,000,Festa local
2015,05/10/2015,Tornabous,25225000,25225,000,Festa local
2016,03/10/2016,Tornabous,25225000,25225,000,Festa local
2016,13/05/2016,Tornabous,25225000,25225,000,Festa local
2017,09/10/2017,Tornabous,25225000,25225,000,Festa local
2017,15/05/2017,Tornabous,25225000,25225,000,Festa local
2018,08/10/2018,Tornabous,25225000,25225,000,Festa local
2018,15/05/2018,Tornabous,25225000,25225,000,Festa local
2012,05/11/2012,Torre,25233000,25233,000,Festa local
2012,07/05/2012,Torre,25233000,25233,000,Festa local
2013,11/11/2013,Torre,25233000,25233,000,Festa local
2013,06/05/2013,Torre,25233000,25233,000,Festa local
2014,10/11/2014,Torre,25233000,25233,000,Festa local
2014,02/05/2014,Torre,25233000,25233,000,Festa local
2015,09/11/2015,Torre,25233000,25233,000,Festa local
2015,04/05/2015,Torre,25233000,25233,000,Festa local
2016,07/11/2016,Torre,25233000,25233,000,Festa local
2016,09/05/2016,Torre,25233000,25233,000,Festa local
2017,06/11/2017,Torre,25233000,25233,000,Festa local
2017,08/05/2017,Torre,25233000,25233,000,Festa local
2018,07/05/2018,Torre,25233000,25233,000,Festa local
2018,05/11/2018,Torre,25233000,25233,000,Festa local
2012,20/01/2012,Torrebesses,25226000,25226,000,Festa local
2012,06/08/2012,Torrebesses,25226000,25226,000,Festa local
2013,21/01/2013,Torrebesses,25226000,25226,000,Festa local
2013,06/08/2013,Torrebesses,25226000,25226,000,Festa local
2014,06/08/2014,Torrebesses,25226000,25226,000,Festa local
2014,20/01/2014,Torrebesses,25226000,25226,000,Festa local
2015,06/08/2015,Torrebesses,25226000,25226,000,Festa local
2015,20/01/2015,Torrebesses,25226000,25226,000,Festa local
2016,06/08/2016,Torrebesses,25226000,25226,000,Festa local
2016,20/01/2016,Torrebesses,25226000,25226,000,Festa local
2017,20/01/2017,Torrebesses,25226000,25226,000,Festa local
2017,04/08/2017,Torrebesses,25226000,25226,000,Festa local
2018,20/01/2018,Torrebesses,25226000,25226,000,Festa local
2018,06/08/2018,Torrebesses,25226000,25226,000,Festa local
2012,07/05/2012,Tòrrec,25250006,25250,006,Festa local
2012,06/08/2012,Tòrrec,25250006,25250,006,Festa local
2013,06/05/2013,Tòrrec,25250006,25250,006,Festa local
2013,05/08/2013,Tòrrec,25250006,25250,006,Festa local
2014,05/05/2014,Tòrrec,25250006,25250,006,Festa local
2014,04/08/2014,Tòrrec,25250006,25250,006,Festa local
2015,04/05/2015,Tòrrec,25250006,25250,006,Festa local
2015,03/08/2015,Tòrrec,25250006,25250,006,Festa local
2012,27/08/2012,"Torre de Cabdella, la",25227000,25227,000,Festa local
2012,13/08/2012,"Torre de Cabdella, la",25227000,25227,000,Festa local
2013,26/08/2013,"Torre de Cabdella, la",25227000,25227,000,Festa local
2013,12/08/2013,"Torre de Cabdella, la",25227000,25227,000,Festa local
2014,25/08/2014,"Torre de Cabdella, la",25227000,25227,000,Festa local
2014,11/08/2014,"Torre de Cabdella, la",25227000,25227,000,Festa local
2015,10/08/2015,"Torre de Cabdella, la",25227000,25227,000,Festa local
2015,24/08/2015,"Torre de Cabdella, la",25227000,25227,000,Festa local
2016,08/08/2016,"Torre de Cabdella, la",25227000,25227,000,Festa local
2016,29/08/2016,"Torre de Cabdella, la",25227000,25227,000,Festa local
2017,14/08/2017,"Torre de Cabdella, la",25227000,25227,000,Festa local
2017,28/08/2017,"Torre de Cabdella, la",25227000,25227,000,Festa local
2018,27/08/2018,"Torre de Cabdella, la",25227000,25227,000,Festa local
2018,13/08/2018,"Torre de Cabdella, la",25227000,25227,000,Festa local
2012,07/12/2012,"Torre de Claramunt, la",08286000,08286,000,Festa local
2012,22/06/2012,"Torre de Claramunt, la",08286000,08286,000,Festa local
2013,27/12/2013,"Torre de Claramunt, la",08286000,08286,000,Festa local
2013,21/06/2013,"Torre de Claramunt, la",08286000,08286,000,Festa local
2014,06/02/2014,"Torre de Claramunt, la",08286000,08286,000,Festa local
2014,23/06/2014,"Torre de Claramunt, la",08286000,08286,000,Festa local
2015,06/06/2015,"Torre de Claramunt, la",08286000,08286,000,Festa local
2015,23/06/2015,"Torre de Claramunt, la",08286000,08286,000,Festa local
2016,23/06/2016,"Torre de Claramunt, la",08286000,08286,000,Festa local
2016,29/03/2016,"Torre de Claramunt, la",08286000,08286,000,Festa local
2017,23/06/2017,"Torre de Claramunt, la",08286000,08286,000,Festa local
2017,06/02/2017,"Torre de Claramunt, la",08286000,08286,000,Festa local
2018,22/06/2018,"Torre de Claramunt, la",08286000,08286,000,Festa local
2018,03/04/2018,"Torre de Claramunt, la",08286000,08286,000,Festa local
2012,24/08/2012,"Torre de Fluvià, la",25079001,25079,001,Festa local
2012,27/08/2012,"Torre de Fluvià, la",25079001,25079,001,Festa local
2013,30/08/2013,"Torre de Fluvià, la",25079001,25079,001,Festa local
2013,02/09/2013,"Torre de Fluvià, la",25079001,25079,001,Festa local
2014,29/08/2014,"Torre de Fluvià, la",25079001,25079,001,Festa local
2014,01/09/2014,"Torre de Fluvià, la",25079001,25079,001,Festa local
2015,28/08/2015,"Torre de Fluvià, la",25079001,25079,001,Festa local
2015,31/08/2015,"Torre de Fluvià, la",25079001,25079,001,Festa local
2016,29/08/2016,"Torre de Fluvià, la",25079001,25079,001,Festa local
2016,26/08/2016,"Torre de Fluvià, la",25079001,25079,001,Festa local
2017,28/08/2017,"Torre de Fluvià, la",25079001,25079,001,Festa local
2017,25/08/2017,"Torre de Fluvià, la",25079001,25079,001,Festa local
2018,27/08/2018,"Torre de Fluvià, la",25079001,25079,001,Festa local
2018,24/08/2018,"Torre de Fluvià, la",25079001,25079,001,Festa local
2012,04/08/2012,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2012,31/12/2012,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2013,03/08/2013,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2013,31/12/2013,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2014,02/08/2014,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2014,31/12/2014,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2015,01/08/2015,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2015,31/12/2015,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2016,31/12/2016,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2016,06/08/2016,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2017,05/08/2017,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2017,05/06/2017,"Torre de Fontaubella, la",43151000,43151,000,Festa local
2012,17/01/2012,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2012,25/07/2012,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2013,25/07/2013,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2013,17/01/2013,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2014,25/07/2014,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2014,17/01/2014,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2015,24/07/2015,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2015,16/01/2015,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2016,25/07/2016,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2016,15/01/2016,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2017,17/01/2017,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2017,25/07/2017,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2018,17/01/2018,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2018,25/07/2018,"Torre de l'Espanyol, la",43152000,43152,000,Festa local
2012,16/07/2012,Torredembarra,43153000,43153,000,Festa local
2012,04/09/2012,Torredembarra,43153000,43153,000,Festa local
