Any calendari,Data,Ajuntament o nucli municipal ,Codi municipal,Codi municipi INE,Pedania,Festiu
2013,13/12/2013,Sunyer,25212000,25212,000,Festa local
2013,26/04/2013,Sunyer,25212000,25212,000,Festa local
2014,13/12/2014,Sunyer,25212000,25212,000,Festa local
2014,26/04/2014,Sunyer,25212000,25212,000,Festa local
2015,19/03/2015,Sunyer,25212000,25212,000,Festa local
2015,08/09/2015,Sunyer,25212000,25212,000,Festa local
2016,13/12/2016,Sunyer,25212000,25212,000,Festa local
2016,26/04/2016,Sunyer,25212000,25212,000,Festa local
2017,26/04/2017,Sunyer,25212000,25212,000,Festa local
2017,13/12/2017,Sunyer,25212000,25212,000,Festa local
2018,26/04/2018,Sunyer,25212000,25212,000,Festa local
2018,13/12/2018,Sunyer,25212000,25212,000,Festa local
2012,16/07/2012,Súria,08274000,08274,000,Festa local
2012,20/01/2012,Súria,08274000,08274,000,Festa local
2013,15/07/2013,Súria,08274000,08274,000,Festa local
2013,20/05/2013,Súria,08274000,08274,000,Festa local
2014,20/01/2014,Súria,08274000,08274,000,Festa local
2014,14/07/2014,Súria,08274000,08274,000,Festa local
2015,20/01/2015,Súria,08274000,08274,000,Festa local
2015,13/07/2015,Súria,08274000,08274,000,Festa local
2016,20/01/2016,Súria,08274000,08274,000,Festa local
2016,11/07/2016,Súria,08274000,08274,000,Festa local
2017,17/07/2017,Súria,08274000,08274,000,Festa local
2017,20/01/2017,Súria,08274000,08274,000,Festa local
2018,20/01/2018,Súria,08274000,08274,000,Festa local
2018,16/07/2018,Súria,08274000,08274,000,Festa local
2012,10/08/2012,Surri,25901008,25901,008,Festa local
2012,31/12/2012,Surri,25901008,25901,008,Festa local
2013,10/08/2013,Surri,25901008,25901,008,Festa local
2013,31/12/2013,Surri,25901008,25901,008,Festa local
2014,31/12/2014,Surri,25901008,25901,008,Festa local
2014,11/08/2014,Surri,25901008,25901,008,Festa local
2015,31/12/2015,Surri,25901008,25901,008,Festa local
2015,10/08/2015,Surri,25901008,25901,008,Festa local
2016,10/08/2016,Surri,25901008,25901,008,Festa local
2016,31/12/2016,Surri,25901008,25901,008,Festa local
2017,10/08/2017,Surri,25901008,25901,008,Festa local
2017,30/12/2017,Surri,25901008,25901,008,Festa local
2018,10/08/2018,Surri,25901008,25901,008,Festa local
2018,29/12/2018,Surri,25901008,25901,008,Festa local
2012,08/10/2012,Susqueda,17194000,17194,000,Festa local
2012,23/01/2012,Susqueda,17194000,17194,000,Festa local
2013,07/10/2013,Susqueda,17194000,17194,000,Festa local
2013,22/01/2013,Susqueda,17194000,17194,000,Festa local
2014,22/01/2014,Susqueda,17194000,17194,000,Festa local
2014,06/10/2014,Susqueda,17194000,17194,000,Festa local
2015,05/10/2015,Susqueda,17194000,17194,000,Festa local
2015,22/01/2015,Susqueda,17194000,17194,000,Festa local
2016,03/10/2016,Susqueda,17194000,17194,000,Festa local
2016,22/01/2016,Susqueda,17194000,17194,000,Festa local
2017,09/10/2017,Susqueda,17194000,17194,000,Festa local
2017,23/01/2017,Susqueda,17194000,17194,000,Festa local
2018,22/01/2018,Susqueda,17194000,17194,000,Festa local
2018,08/10/2018,Susqueda,17194000,17194,000,Festa local
2012,10/09/2012,Tagamanent,08276000,08276,000,Festa local
2012,07/12/2012,Tagamanent,08276000,08276,000,Festa local
2013,20/05/2013,Tagamanent,08276000,08276,000,Festa local
2013,23/04/2013,Tagamanent,08276000,08276,000,Festa local
2014,12/09/2014,Tagamanent,08276000,08276,000,Festa local
2014,09/06/2014,Tagamanent,08276000,08276,000,Festa local
2015,05/01/2015,Tagamanent,08276000,08276,000,Festa local
2015,07/12/2015,Tagamanent,08276000,08276,000,Festa local
2016,07/12/2016,Tagamanent,08276000,08276,000,Festa local
2016,31/10/2016,Tagamanent,08276000,08276,000,Festa local
2017,07/12/2017,Tagamanent,08276000,08276,000,Festa local
2017,13/04/2017,Tagamanent,08276000,08276,000,Festa local
2018,29/03/2018,Tagamanent,08276000,08276,000,Festa local
2018,07/12/2018,Tagamanent,08276000,08276,000,Festa local
2012,16/08/2012,Talamanca,08277000,08277,000,Festa local
2012,05/04/2012,Talamanca,08277000,08277,000,Festa local
2013,28/03/2013,Talamanca,08277000,08277,000,Festa local
2013,13/08/2013,Talamanca,08277000,08277,000,Festa local
2014,13/08/2014,Talamanca,08277000,08277,000,Festa local
2014,17/04/2014,Talamanca,08277000,08277,000,Festa local
2015,02/04/2015,Talamanca,08277000,08277,000,Festa local
2015,13/08/2015,Talamanca,08277000,08277,000,Festa local
2016,16/08/2016,Talamanca,08277000,08277,000,Festa local
2016,24/03/2016,Talamanca,08277000,08277,000,Festa local
2017,14/08/2017,Talamanca,08277000,08277,000,Festa local
2017,13/04/2017,Talamanca,08277000,08277,000,Festa local
2018,29/03/2018,Talamanca,08277000,08277,000,Festa local
2018,13/08/2018,Talamanca,08277000,08277,000,Festa local
2012,10/09/2012,Talarn,25215000,25215,000,Festa local
2012,02/11/2012,Talarn,25215000,25215,000,Festa local
2013,11/01/2013,Talarn,25215000,25215,000,Festa local
2013,11/11/2013,Talarn,25215000,25215,000,Festa local
2014,11/11/2014,Talarn,25215000,25215,000,Festa local
2014,11/01/2014,Talarn,25215000,25215,000,Festa local
2015,11/11/2015,Talarn,25215000,25215,000,Festa local
2015,15/05/2015,Talarn,25215000,25215,000,Festa local
2016,11/11/2016,Talarn,25215000,25215,000,Festa local
2016,11/01/2016,Talarn,25215000,25215,000,Festa local
2017,07/12/2017,Talarn,25215000,25215,000,Festa local
2017,11/01/2017,Talarn,25215000,25215,000,Festa local
2018,11/01/2018,Talarn,25215000,25215,000,Festa local
2018,10/09/2018,Talarn,25215000,25215,000,Festa local
2012,24/05/2012,Talavera,25216000,25216,000,Festa local
2012,25/05/2012,Talavera,25216000,25216,000,Festa local
2013,24/05/2013,Talavera,25216000,25216,000,Festa local
2013,25/05/2013,Talavera,25216000,25216,000,Festa local
2014,29/04/2014,Talavera,25216000,25216,000,Festa local
2014,26/08/2014,Talavera,25216000,25216,000,Festa local
2015,01/06/2015,Talavera,25216000,25216,000,Festa local
2015,29/05/2015,Talavera,25216000,25216,000,Festa local
2016,30/05/2016,Talavera,25216000,25216,000,Festa local
2016,27/05/2016,Talavera,25216000,25216,000,Festa local
2017,29/05/2017,Talavera,25216000,25216,000,Festa local
2017,26/05/2017,Talavera,25216000,25216,000,Festa local
2018,28/05/2018,Talavera,25216000,25216,000,Festa local
2018,25/05/2018,Talavera,25216000,25216,000,Festa local
2012,22/06/2012,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2012,16/10/2012,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2013,16/10/2013,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2013,28/06/2013,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2014,17/04/2014,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2014,23/06/2014,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2015,25/05/2015,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2015,02/04/2015,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2016,24/03/2016,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2016,31/10/2016,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2017,23/06/2017,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2017,13/04/2017,"Tallada d'Empordà, la",17195000,17195,000,Festa local
2012,01/09/2012,"Talladell, el",25217001,25217,001,Festa local
2012,15/09/2012,"Talladell, el",25217001,25217,001,Festa local
2013,14/09/2013,"Talladell, el",25217001,25217,001,Festa local
2013,31/08/2013,"Talladell, el",25217001,25217,001,Festa local
2014,06/09/2014,"Talladell, el",25217001,25217,001,Festa local
2014,20/09/2014,"Talladell, el",25217001,25217,001,Festa local
2015,13/06/2015,"Talladell, el",25217001,25217,001,Festa local
2015,05/09/2015,"Talladell, el",25217001,25217,001,Festa local
2016,03/09/2016,"Talladell, el",25217001,25217,001,Festa local
2016,13/06/2016,"Talladell, el",25217001,25217,001,Festa local
2017,02/09/2017,"Talladell, el",25217001,25217,001,Festa local
2017,16/09/2017,"Talladell, el",25217001,25217,001,Festa local
2012,15/05/2012,Talteüll,25132002,25132,002,Festa local
2012,14/08/2012,Talteüll,25132002,25132,002,Festa local
2013,06/08/2013,Talteüll,25132002,25132,002,Festa local
2013,15/05/2013,Talteüll,25132002,25132,002,Festa local
2014,15/05/2014,Talteüll,25132002,25132,002,Festa local
2014,14/08/2014,Talteüll,25132002,25132,002,Festa local
2015,14/08/2015,Talteüll,25132002,25132,002,Festa local
2015,15/05/2015,Talteüll,25132002,25132,002,Festa local
2016,13/08/2016,Talteüll,25132002,25132,002,Festa local
2016,14/05/2016,Talteüll,25132002,25132,002,Festa local
2017,14/08/2017,Talteüll,25132002,25132,002,Festa local
2017,15/05/2017,Talteüll,25132002,25132,002,Festa local
2018,15/05/2018,Talteüll,25132002,25132,002,Festa local
2018,14/08/2018,Talteüll,25132002,25132,002,Festa local
2012,20/01/2012,Taradell,08278000,08278,000,Festa local
2012,25/08/2012,Taradell,08278000,08278,000,Festa local
2013,20/05/2013,Taradell,08278000,08278,000,Festa local
2013,26/08/2013,Taradell,08278000,08278,000,Festa local
2014,25/08/2014,Taradell,08278000,08278,000,Festa local
2014,20/01/2014,Taradell,08278000,08278,000,Festa local
2015,20/01/2015,Taradell,08278000,08278,000,Festa local
2015,25/08/2015,Taradell,08278000,08278,000,Festa local
2016,20/01/2016,Taradell,08278000,08278,000,Festa local
2016,25/08/2016,Taradell,08278000,08278,000,Festa local
2017,20/01/2017,Taradell,08278000,08278,000,Festa local
2017,25/08/2017,Taradell,08278000,08278,000,Festa local
2018,20/01/2018,Taradell,08278000,08278,000,Festa local
2018,25/08/2018,Taradell,08278000,08278,000,Festa local
2012,29/06/2012,Taravaus,17228001,17228,001,Festa local
2012,03/05/2012,Taravaus,17228001,17228,001,Festa local
2013,29/06/2013,Taravaus,17228001,17228,001,Festa local
2013,03/05/2013,Taravaus,17228001,17228,001,Festa local
2015,14/08/2015,Taravaus,17228001,17228,001,Festa local
2015,30/04/2015,Taravaus,17228001,17228,001,Festa local
2016,12/08/2016,Taravaus,17228001,17228,001,Festa local
2016,03/05/2016,Taravaus,17228001,17228,001,Festa local
2017,29/06/2017,Taravaus,17228001,17228,001,Festa local
2017,03/05/2017,Taravaus,17228001,17228,001,Festa local
2018,03/05/2018,Taravaus,17228001,17228,001,Festa local
2018,29/06/2018,Taravaus,17228001,17228,001,Festa local
2012,24/09/2012,Tarragona,43148000,43148,000,Festa local
2012,28/05/2012,Tarragona,43148000,43148,000,Festa local
2013,19/08/2013,Tarragona,43148000,43148,000,Festa local
2013,23/09/2013,Tarragona,43148000,43148,000,Festa local
2014,23/09/2014,Tarragona,43148000,43148,000,Festa local
2014,19/08/2014,Tarragona,43148000,43148,000,Festa local
2015,23/09/2015,Tarragona,43148000,43148,000,Festa local
2015,19/08/2015,Tarragona,43148000,43148,000,Festa local
2016,19/08/2016,Tarragona,43148000,43148,000,Festa local
2016,23/09/2016,Tarragona,43148000,43148,000,Festa local
2017,23/09/2017,Tarragona,43148000,43148,000,Festa local
2017,19/08/2017,Tarragona,43148000,43148,000,Festa local
2018,20/08/2018,Tarragona,43148000,43148,000,Festa local
2018,24/09/2018,Tarragona,43148000,43148,000,Festa local
2012,10/09/2012,Tàrrega,25217000,25217,000,Festa local
2012,14/05/2012,Tàrrega,25217000,25217,000,Festa local
2013,14/05/2013,Tàrrega,25217000,25217,000,Festa local
2013,06/09/2013,Tàrrega,25217000,25217,000,Festa local
2014,12/09/2014,Tàrrega,25217000,25217,000,Festa local
2014,14/05/2014,Tàrrega,25217000,25217,000,Festa local
2015,10/09/2015,Tàrrega,25217000,25217,000,Festa local
2015,14/05/2015,Tàrrega,25217000,25217,000,Festa local
2016,13/05/2016,Tàrrega,25217000,25217,000,Festa local
2016,09/09/2016,Tàrrega,25217000,25217,000,Festa local
2017,08/09/2017,Tàrrega,25217000,25217,000,Festa local
2017,12/05/2017,Tàrrega,25217000,25217,000,Festa local
2018,10/09/2018,Tàrrega,25217000,25217,000,Festa local
2018,14/05/2018,Tàrrega,25217000,25217,000,Festa local
2012,15/05/2012,Tarrés,25218000,25218,000,Festa local
2012,16/08/2012,Tarrés,25218000,25218,000,Festa local
2013,15/05/2013,Tarrés,25218000,25218,000,Festa local
2013,16/08/2013,Tarrés,25218000,25218,000,Festa local
2014,16/08/2014,Tarrés,25218000,25218,000,Festa local
2014,15/05/2014,Tarrés,25218000,25218,000,Festa local
2015,15/05/2015,Tarrés,25218000,25218,000,Festa local
2015,17/08/2015,Tarrés,25218000,25218,000,Festa local
2016,17/08/2016,Tarrés,25218000,25218,000,Festa local
2016,16/08/2016,Tarrés,25218000,25218,000,Festa local
2017,16/08/2017,Tarrés,25218000,25218,000,Festa local
2017,15/05/2017,Tarrés,25218000,25218,000,Festa local
2018,16/08/2018,Tarrés,25218000,25218,000,Festa local
2018,15/05/2018,Tarrés,25218000,25218,000,Festa local
2012,05/05/2012,Tarroja de Segarra,25219000,25219,000,Festa local
2012,06/08/2012,Tarroja de Segarra,25219000,25219,000,Festa local
2013,04/05/2013,Tarroja de Segarra,25219000,25219,000,Festa local
2013,03/08/2013,Tarroja de Segarra,25219000,25219,000,Festa local
2014,02/08/2014,Tarroja de Segarra,25219000,25219,000,Festa local
2014,06/08/2014,Tarroja de Segarra,25219000,25219,000,Festa local
2015,06/08/2015,Tarroja de Segarra,25219000,25219,000,Festa local
2015,23/04/2015,Tarroja de Segarra,25219000,25219,000,Festa local
2016,23/04/2016,Tarroja de Segarra,25219000,25219,000,Festa local
2016,06/08/2016,Tarroja de Segarra,25219000,25219,000,Festa local
2017,15/05/2017,Tarroja de Segarra,25219000,25219,000,Festa local
2017,04/08/2017,Tarroja de Segarra,25219000,25219,000,Festa local
2018,23/04/2018,Tarroja de Segarra,25219000,25219,000,Festa local
2018,06/08/2018,Tarroja de Segarra,25219000,25219,000,Festa local
2012,01/06/2012,"Tarròs, el",25225002,25225,002,Festa local
2012,22/11/2012,"Tarròs, el",25225002,25225,002,Festa local
2013,22/11/2013,"Tarròs, el",25225002,25225,002,Festa local
2013,03/06/2013,"Tarròs, el",25225002,25225,002,Festa local
2014,09/06/2014,"Tarròs, el",25225002,25225,002,Festa local
2014,21/11/2014,"Tarròs, el",25225002,25225,002,Festa local
2015,21/11/2015,"Tarròs, el",25225002,25225,002,Festa local
2015,08/06/2015,"Tarròs, el",25225002,25225,002,Festa local
2016,06/06/2016,"Tarròs, el",25225002,25225,002,Festa local
2016,21/11/2016,"Tarròs, el",25225002,25225,002,Festa local
2017,21/11/2017,"Tarròs, el",25225002,25225,002,Festa local
2017,05/06/2017,"Tarròs, el",25225002,25225,002,Festa local
2018,21/11/2018,"Tarròs, el",25225002,25225,002,Festa local
2018,04/06/2018,"Tarròs, el",25225002,25225,002,Festa local
2012,28/09/2012,Tartareu,25037003,25037,003,Festa local
2012,20/08/2012,Tartareu,25037003,25037,003,Festa local
2013,23/08/2013,Tartareu,25037003,25037,003,Festa local
2013,28/09/2013,Tartareu,25037003,25037,003,Festa local
2014,29/09/2014,Tartareu,25037003,25037,003,Festa local
2014,25/08/2014,Tartareu,25037003,25037,003,Festa local
2015,24/08/2015,Tartareu,25037003,25037,003,Festa local
2015,29/09/2015,Tartareu,25037003,25037,003,Festa local
2016,22/08/2016,Tartareu,25037003,25037,003,Festa local
2016,29/09/2016,Tartareu,25037003,25037,003,Festa local
2017,21/08/2017,Tartareu,25037003,25037,003,Festa local
2017,29/09/2017,Tartareu,25037003,25037,003,Festa local
2018,20/08/2018,Tartareu,25037003,25037,003,Festa local
2018,28/09/2018,Tartareu,25037003,25037,003,Festa local
2012,23/11/2012,Taüll,25043008,25043,008,Festa local
2012,16/07/2012,Taüll,25043008,25043,008,Festa local
2013,23/11/2013,Taüll,25043008,25043,008,Festa local
2013,16/07/2013,Taüll,25043008,25043,008,Festa local
2014,24/11/2014,Taüll,25043008,25043,008,Festa local
2014,16/07/2014,Taüll,25043008,25043,008,Festa local
2015,16/07/2015,Taüll,25043008,25043,008,Festa local
2015,24/11/2015,Taüll,25043008,25043,008,Festa local
2016,24/11/2016,Taüll,25043008,25043,008,Festa local
2016,16/07/2016,Taüll,25043008,25043,008,Festa local
2017,17/07/2017,Taüll,25043008,25043,008,Festa local
2017,24/11/2017,Taüll,25043008,25043,008,Festa local
2018,16/07/2018,Taüll,25043008,25043,008,Festa local
2018,23/11/2018,Taüll,25043008,25043,008,Festa local
2012,24/09/2012,Taús,25906003,25906,003,Festa local
2012,26/05/2012,Taús,25906003,25906,003,Festa local
2013,25/05/2013,Taús,25906003,25906,003,Festa local
2013,30/09/2013,Taús,25906003,25906,003,Festa local
2014,29/09/2014,Taús,25906003,25906,003,Festa local
2014,31/05/2014,Taús,25906003,25906,003,Festa local
2015,28/09/2015,Taús,25906003,25906,003,Festa local
2015,30/05/2015,Taús,25906003,25906,003,Festa local
2016,26/09/2016,Taús,25906003,25906,003,Festa local
2016,28/05/2016,Taús,25906003,25906,003,Festa local
2017,25/09/2017,Taús,25906003,25906,003,Festa local
2017,27/05/2017,Taús,25906003,25906,003,Festa local
2018,26/05/2018,Taús,25906003,25906,003,Festa local
2018,24/09/2018,Taús,25906003,25906,003,Festa local
2012,24/08/2012,Tavascan,25123005,25123,005,Festa local
2012,04/08/2012,Tavascan,25123005,25123,005,Festa local
2013,05/08/2013,Tavascan,25123005,25123,005,Festa local
2013,24/08/2013,Tavascan,25123005,25123,005,Festa local
2014,05/08/2014,Tavascan,25123005,25123,005,Festa local
2014,23/08/2014,Tavascan,25123005,25123,005,Festa local
2015,24/08/2015,Tavascan,25123005,25123,005,Festa local
2015,05/08/2015,Tavascan,25123005,25123,005,Festa local
2016,24/08/2016,Tavascan,25123005,25123,005,Festa local
2016,05/08/2016,Tavascan,25123005,25123,005,Festa local
2017,24/08/2017,Tavascan,25123005,25123,005,Festa local
2017,05/08/2017,Tavascan,25123005,25123,005,Festa local
2018,04/08/2018,Tavascan,25123005,25123,005,Festa local
2018,24/08/2018,Tavascan,25123005,25123,005,Festa local
2012,16/10/2012,Tavèrnoles,08275000,08275,000,Festa local
2012,03/08/2012,Tavèrnoles,08275000,08275,000,Festa local
2013,16/10/2013,Tavèrnoles,08275000,08275,000,Festa local
2013,20/05/2013,Tavèrnoles,08275000,08275,000,Festa local
2014,15/05/2014,Tavèrnoles,08275000,08275,000,Festa local
2014,09/06/2014,Tavèrnoles,08275000,08275,000,Festa local
2019,15/07/2019,Taüll,25043008,25043,008,Festa local
2015,25/05/2015,Tavèrnoles,08275000,08275,000,Festa local
2015,03/08/2015,Tavèrnoles,08275000,08275,000,Festa local
2016,24/03/2016,Tavèrnoles,08275000,08275,000,Festa local
2016,03/08/2016,Tavèrnoles,08275000,08275,000,Festa local
2017,03/08/2017,Tavèrnoles,08275000,08275,000,Festa local
2017,05/06/2017,Tavèrnoles,08275000,08275,000,Festa local
2018,21/05/2018,Tavèrnoles,08275000,08275,000,Festa local
2018,03/08/2018,Tavèrnoles,08275000,08275,000,Festa local
2012,10/07/2012,Tavertet,08280000,08280,000,Festa local
2012,27/08/2012,Tavertet,08280000,08280,000,Festa local
2013,10/07/2013,Tavertet,08280000,08280,000,Festa local
2013,26/08/2013,Tavertet,08280000,08280,000,Festa local
2014,10/07/2014,Tavertet,08280000,08280,000,Festa local
2014,17/04/2014,Tavertet,08280000,08280,000,Festa local
2015,10/07/2015,Tavertet,08280000,08280,000,Festa local
2015,23/04/2015,Tavertet,08280000,08280,000,Festa local
2016,23/04/2016,Tavertet,08280000,08280,000,Festa local
2017,13/04/2017,Tavertet,08280000,08280,000,Festa local
2017,10/07/2017,Tavertet,08280000,08280,000,Festa local
2018,29/03/2018,Tavertet,08280000,08280,000,Festa local
2018,10/07/2018,Tavertet,08280000,08280,000,Festa local
2012,28/05/2012,Teià,08281000,08281,000,Festa local
2012,24/09/2012,Teià,08281000,08281,000,Festa local
2013,20/05/2013,Teià,08281000,08281,000,Festa local
2013,11/11/2013,Teià,08281000,08281,000,Festa local
2014,09/06/2014,Teià,08281000,08281,000,Festa local
2014,11/11/2014,Teià,08281000,08281,000,Festa local
2015,25/05/2015,Teià,08281000,08281,000,Festa local
2015,11/11/2015,Teià,08281000,08281,000,Festa local
2016,12/09/2016,Teià,08281000,08281,000,Festa local
2016,11/11/2016,Teià,08281000,08281,000,Festa local
2017,11/11/2017,Teià,08281000,08281,000,Festa local
2017,05/06/2017,Teià,08281000,08281,000,Festa local
2018,21/05/2018,Teià,08281000,08281,000,Festa local
2018,12/11/2018,Teià,08281000,08281,000,Festa local
2012,23/04/2012,Tentellatge,25146006,25146,006,Festa local
2012,10/11/2012,Tentellatge,25146006,25146,006,Festa local
2013,11/11/2013,Tentellatge,25146006,25146,006,Festa local
2013,23/04/2013,Tentellatge,25146006,25146,006,Festa local
2014,11/11/2014,Tentellatge,25146006,25146,006,Festa local
2014,23/04/2014,Tentellatge,25146006,25146,006,Festa local
2015,23/04/2015,Tentellatge,25146006,25146,006,Festa local
2015,11/11/2015,Tentellatge,25146006,25146,006,Festa local
2016,23/04/2016,Tentellatge,25146006,25146,006,Festa local
2016,11/11/2016,Tentellatge,25146006,25146,006,Festa local
2017,22/04/2017,Tentellatge,25146006,25146,006,Festa local
2017,11/11/2017,Tentellatge,25146006,25146,006,Festa local
2018,23/04/2018,Tentellatge,25146006,25146,006,Festa local
2018,10/11/2018,Tentellatge,25146006,25146,006,Festa local
2012,20/01/2012,Térmens,25220000,25220,000,Festa local
2012,12/09/2012,Térmens,25220000,25220,000,Festa local
2013,12/09/2013,Térmens,25220000,25220,000,Festa local
2013,18/01/2013,Térmens,25220000,25220,000,Festa local
2014,12/09/2014,Térmens,25220000,25220,000,Festa local
2014,20/01/2014,Térmens,25220000,25220,000,Festa local
2015,10/09/2015,Térmens,25220000,25220,000,Festa local
2015,20/01/2015,Térmens,25220000,25220,000,Festa local
2016,20/01/2016,Térmens,25220000,25220,000,Festa local
2016,12/09/2016,Térmens,25220000,25220,000,Festa local
2017,20/01/2017,Térmens,25220000,25220,000,Festa local
2017,12/09/2017,Térmens,25220000,25220,000,Festa local
2018,19/01/2018,Térmens,25220000,25220,000,Festa local
2018,12/09/2018,Térmens,25220000,25220,000,Festa local
2012,15/05/2012,Terrades,17196000,17196,000,Festa local
2012,22/11/2012,Terrades,17196000,17196,000,Festa local
2013,15/05/2013,Terrades,17196000,17196,000,Festa local
2013,22/11/2013,Terrades,17196000,17196,000,Festa local
2014,15/05/2014,Terrades,17196000,17196,000,Festa local
2014,22/11/2014,Terrades,17196000,17196,000,Festa local
2015,15/05/2015,Terrades,17196000,17196,000,Festa local
2015,23/11/2015,Terrades,17196000,17196,000,Festa local
2016,22/11/2016,Terrades,17196000,17196,000,Festa local
2016,17/05/2016,Terrades,17196000,17196,000,Festa local
2017,15/05/2017,Terrades,17196000,17196,000,Festa local
2017,22/11/2017,Terrades,17196000,17196,000,Festa local
2018,22/11/2018,Terrades,17196000,17196,000,Festa local
2018,15/05/2018,Terrades,17196000,17196,000,Festa local
2012,02/07/2012,Terrassa,08279000,08279,000,Festa local
2012,05/04/2012,Terrassa,08279000,08279,000,Festa local
2013,28/03/2013,Terrassa,08279000,08279,000,Festa local
2013,01/07/2013,Terrassa,08279000,08279,000,Festa local
2014,07/07/2014,Terrassa,08279000,08279,000,Festa local
2014,17/04/2014,Terrassa,08279000,08279,000,Festa local
2015,02/04/2015,Terrassa,08279000,08279,000,Festa local
2015,06/07/2015,Terrassa,08279000,08279,000,Festa local
2016,04/07/2016,Terrassa,08279000,08279,000,Festa local
2016,24/03/2016,Terrassa,08279000,08279,000,Festa local
2017,13/04/2017,Terrassa,08279000,08279,000,Festa local
2017,03/07/2017,Terrassa,08279000,08279,000,Festa local
2018,02/07/2018,Terrassa,08279000,08279,000,Festa local
2018,29/03/2018,Terrassa,08279000,08279,000,Festa local
2012,01/08/2012,Terveu,25221001,25221,001,Festa local
2012,17/01/2012,Terveu,25221001,25221,001,Festa local
2013,01/08/2013,Terveu,25221001,25221,001,Festa local
2013,17/01/2013,Terveu,25221001,25221,001,Festa local
2014,01/08/2014,Terveu,25221001,25221,001,Festa local
2014,17/01/2014,Terveu,25221001,25221,001,Festa local
2015,19/01/2015,Terveu,25221001,25221,001,Festa local
2015,03/08/2015,Terveu,25221001,25221,001,Festa local
2016,18/01/2016,Terveu,25221001,25221,001,Festa local
2016,01/08/2016,Terveu,25221001,25221,001,Festa local
2017,01/08/2017,Terveu,25221001,25221,001,Festa local
2017,17/01/2017,Terveu,25221001,25221,001,Festa local
2018,17/01/2018,Terveu,25221001,25221,001,Festa local
2018,01/08/2018,Terveu,25221001,25221,001,Festa local
2012,28/05/2012,Tiana,08282000,08282,000,Festa local
2012,13/06/2012,Tiana,08282000,08282,000,Festa local
2013,16/09/2013,Tiana,08282000,08282,000,Festa local
2013,13/06/2013,Tiana,08282000,08282,000,Festa local
2014,16/09/2014,Tiana,08282000,08282,000,Festa local
2014,09/06/2014,Tiana,08282000,08282,000,Festa local
2015,16/09/2015,Tiana,08282000,08282,000,Festa local
2015,01/06/2015,Tiana,08282000,08282,000,Festa local
2016,13/06/2016,Tiana,08282000,08282,000,Festa local
2016,16/09/2016,Tiana,08282000,08282,000,Festa local
2017,13/06/2017,Tiana,08282000,08282,000,Festa local
2017,05/06/2017,Tiana,08282000,08282,000,Festa local
2018,21/05/2018,Tiana,08282000,08282,000,Festa local
2018,13/06/2018,Tiana,08282000,08282,000,Festa local
2012,13/06/2012,Timoneda,25124003,25124,003,Festa local
2012,11/05/2012,Timoneda,25124003,25124,003,Festa local
2013,10/05/2013,Timoneda,25124003,25124,003,Festa local
2013,10/12/2013,Timoneda,25124003,25124,003,Festa local
2014,16/05/2014,Timoneda,25124003,25124,003,Festa local
2014,10/12/2014,Timoneda,25124003,25124,003,Festa local
2015,10/12/2015,Timoneda,25124003,25124,003,Festa local
2015,15/05/2015,Timoneda,25124003,25124,003,Festa local
2016,13/05/2016,Timoneda,25124003,25124,003,Festa local
2016,10/12/2016,Timoneda,25124003,25124,003,Festa local
2017,09/12/2017,Timoneda,25124003,25124,003,Festa local
2017,12/05/2017,Timoneda,25124003,25124,003,Festa local
2018,11/05/2018,Timoneda,25124003,25124,003,Festa local
2018,10/12/2018,Timoneda,25124003,25124,003,Festa local
2012,01/08/2012,Tírvia,25221000,25221,000,Festa local
2012,17/01/2012,Tírvia,25221000,25221,000,Festa local
2013,01/08/2013,Tírvia,25221000,25221,000,Festa local
2013,17/01/2013,Tírvia,25221000,25221,000,Festa local
2014,01/08/2014,Tírvia,25221000,25221,000,Festa local
2014,17/01/2014,Tírvia,25221000,25221,000,Festa local
2015,19/01/2015,Tírvia,25221000,25221,000,Festa local
2015,03/08/2015,Tírvia,25221000,25221,000,Festa local
2016,01/08/2016,Tírvia,25221000,25221,000,Festa local
2016,18/01/2016,Tírvia,25221000,25221,000,Festa local
2017,01/08/2017,Tírvia,25221000,25221,000,Festa local
2017,17/01/2017,Tírvia,25221000,25221,000,Festa local
2018,17/01/2018,Tírvia,25221000,25221,000,Festa local
2018,01/08/2018,Tírvia,25221000,25221,000,Festa local
2012,16/08/2012,Tiurana,25222000,25222,000,Festa local
2012,07/09/2012,Tiurana,25222000,25222,000,Festa local
2013,09/09/2013,Tiurana,25222000,25222,000,Festa local
2013,16/08/2013,Tiurana,25222000,25222,000,Festa local
2014,08/09/2014,Tiurana,25222000,25222,000,Festa local
2014,04/03/2014,Tiurana,25222000,25222,000,Festa local
2015,17/02/2015,Tiurana,25222000,25222,000,Festa local
